subj_id,leftright,politicalinterest,politicalparticipation,TIPI_extraversion,TIPI_agreeableness,TIPI_conscientiousness,TIPI_emotionalstability,TIPI_openness,age,female,education,question,net_stats,word_count,giant component,k avg,clustering,density,entropy,disssortativity,k std
12,2.0,,0.0,,,,,,86.0,1.0,2,V161069_stats,"{'node_count': 10, 'edge_count': 6, 'clustering': 0.0, 'giant component': 0.3, 'disssortativity': 0.33333333333333237, 'k avg': 1.2, 'k std': 0.6324555320336759, 'entropy': 0.41740034149720906, 'density': 0.13333333333333333}",18,0.3,1.2,0.0,0.13333333333333333,0.41740034149720906,0.33333333333333237,0.6324555320336759
13,4.0,3.0,0.5,4.0,5.5,5.5,2.5,5.5,30.0,0.0,3,V161069_stats,"{'node_count': 12, 'edge_count': 9, 'clustering': 0.0, 'giant component': 0.16666666666666666, 'disssortativity': -0.16666666666666663, 'k avg': 1.5, 'k std': 0.9045340337332909, 'entropy': 0.5150810290084982, 'density': 0.13636363636363635}",13,0.16666666666666666,1.5,0.0,0.13636363636363635,0.5150810290084982,-0.16666666666666663,0.9045340337332909
15,0.0,3.0,0.5,7.0,6.5,4.5,3.5,6.5,62.0,1.0,3,V161069_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",11,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
17,0.0,3.0,0.5,1.5,4.0,6.5,3.5,4.5,46.0,0.0,3,V161069_stats,"{'node_count': 14, 'edge_count': 13, 'clustering': 0.04047619047619048, 'giant component': 0.9285714285714286, 'disssortativity': 0.44444444444444425, 'k avg': 1.8571428571428572, 'k std': 1.6104057232283402, 'entropy': 0.5457109920594292, 'density': 0.14285714285714285}",38,0.9285714285714286,1.8571428571428572,0.04047619047619048,0.14285714285714285,0.5457109920594292,0.44444444444444425,1.6104057232283402
19,0.0,2.0,0.5,3.5,6.0,5.5,2.0,5.5,30.0,1.0,3,V161069_stats,"{'node_count': 8, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.25, 'disssortativity': 0.3157894736842116, 'k avg': 1.25, 'k std': 0.8864052604279183, 'entropy': 0.554287498166492, 'density': 0.17857142857142858}",15,0.25,1.25,0.0,0.17857142857142858,0.554287498166492,0.3157894736842116,0.8864052604279183
27,3.0,1.0,0.0,5.5,6.5,6.0,1.5,6.0,68.0,,3,V161069_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.49999999999999944, 'k avg': 1.7142857142857142, 'k std': 1.1126972805283735, 'entropy': 0.528268450675938, 'density': 0.2857142857142857}",14,1.0,1.7142857142857142,0.0,0.2857142857142857,0.528268450675938,0.49999999999999944,1.1126972805283735
29,2.0,3.0,0.5,4.0,5.5,6.0,3.0,6.0,73.0,0.0,3,V161069_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.44827586206896564, 'k avg': 1.7142857142857142, 'k std': 0.9511897312113419, 'entropy': 0.528268450675938, 'density': 0.2857142857142857}",14,1.0,1.7142857142857142,0.0,0.2857142857142857,0.528268450675938,0.44827586206896564,0.9511897312113419
39,2.0,3.0,0.0,2.5,5.0,5.0,4.5,4.0,48.0,0.0,1,V161069_stats,"{'node_count': 9, 'edge_count': 8, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.47368421052631576, 'k avg': 1.7777777777777777, 'k std': 0.9718253158075502, 'entropy': 0.47075019703120186, 'density': 0.2222222222222222}",21,1.0,1.7777777777777777,0.0,0.2222222222222222,0.47075019703120186,0.47368421052631576,0.9718253158075502
40,1.0,2.0,1.0,5.0,5.0,5.5,5.0,6.0,26.0,1.0,2,V161069_stats,"{'node_count': 8, 'edge_count': 8, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3968253968253968, 'k avg': 2.0, 'k std': 0.9258200997725514, 'entropy': 0.4648167290539554, 'density': 0.2857142857142857}",14,1.0,2.0,0.0,0.2857142857142857,0.4648167290539554,0.3968253968253968,0.9258200997725514
43,0.0,2.0,0.0,6.5,7.0,7.0,1.0,7.0,46.0,1.0,3,V161069_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",13,1.0,1.5,0.0,0.5,0.4393743703526205,1.0,1.0
46,1.0,3.0,0.5,6.0,4.5,6.5,3.0,5.0,52.0,1.0,3,V161069_stats,"{'node_count': 14, 'edge_count': 13, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.17469879518072276, 'k avg': 1.8571428571428572, 'k std': 0.9492622930986468, 'entropy': 0.48336248625233236, 'density': 0.14285714285714285}",20,1.0,1.8571428571428572,0.0,0.14285714285714285,0.48336248625233236,0.17469879518072276,0.9492622930986468
47,3.0,1.0,0.0,3.5,5.5,6.5,4.5,5.0,29.0,1.0,3,V161069_stats,"{'node_count': 9, 'edge_count': 8, 'clustering': 0.0, 'giant component': 0.8888888888888888, 'disssortativity': 0.5555555555555556, 'k avg': 1.7777777777777777, 'k std': 1.2018504251546631, 'entropy': 0.7146001005435264, 'density': 0.2222222222222222}",23,0.8888888888888888,1.7777777777777777,0.0,0.2222222222222222,0.7146001005435264,0.5555555555555556,1.2018504251546631
50,1.0,,0.0,,,,,,64.0,0.0,1,V161069_stats,"{'node_count': 10, 'edge_count': 9, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4318181818181821, 'k avg': 1.8, 'k std': 0.7888106377466155, 'entropy': 0.49036821066210917, 'density': 0.2}",19,1.0,1.8,0.0,0.2,0.49036821066210917,0.4318181818181821,0.7888106377466155
52,0.0,2.0,0.0,5.0,6.0,6.0,2.5,5.0,61.0,1.0,3,V161069_stats,"{'node_count': 9, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.2222222222222222, 'disssortativity': 0.2500000000000021, 'k avg': 1.1111111111111112, 'k std': 0.33333333333333337, 'entropy': 0.170175220139158, 'density': 0.1388888888888889}",24,0.2222222222222222,1.1111111111111112,0.0,0.1388888888888889,0.170175220139158,0.2500000000000021,0.33333333333333337
55,0.0,2.0,0.0,4.5,6.0,6.5,2.0,5.5,35.0,1.0,3,V161069_stats,"{'node_count': 16, 'edge_count': 15, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.25179856115107946, 'k avg': 1.875, 'k std': 1.2583057392117916, 'entropy': 0.4103818461614396, 'density': 0.125}",36,1.0,1.875,0.0,0.125,0.4103818461614396,0.25179856115107946,1.2583057392117916
56,2.0,2.0,0.0,3.0,5.0,5.5,2.5,6.5,24.0,1.0,2,V161069_stats,"{'node_count': 11, 'edge_count': 11, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.11864406779660988, 'k avg': 2.0, 'k std': 1.0, 'entropy': 0.5633025892964874, 'density': 0.2}",31,1.0,2.0,0.0,0.2,0.5633025892964874,0.11864406779660988,1.0
58,0.0,2.0,0.0,4.0,4.0,5.5,3.0,5.0,61.0,0.0,3,V161069_stats,"{'node_count': 7, 'edge_count': 8, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.8235294117647058, 'k avg': 2.2857142857142856, 'k std': 1.3801311186847083, 'entropy': 0.705887816857389, 'density': 0.38095238095238093}",22,1.0,2.2857142857142856,0.0,0.38095238095238093,0.705887816857389,0.8235294117647058,1.3801311186847083
59,0.0,1.0,0.5,3.0,7.0,7.0,1.0,7.0,52.0,1.0,3,V161069_stats,"{'node_count': 18, 'edge_count': 17, 'clustering': 0.0, 'giant component': 0.3333333333333333, 'disssortativity': 0.15116279069767388, 'k avg': 1.8888888888888888, 'k std': 0.9002541398626663, 'entropy': 0.4385505534544844, 'density': 0.1111111111111111}",37,0.3333333333333333,1.8888888888888888,0.0,0.1111111111111111,0.4385505534544844,0.15116279069767388,0.9002541398626663
61,0.0,2.0,0.0,4.0,5.0,4.0,3.0,4.0,68.0,0.0,2,V161069_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333341, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",15,1.0,1.6666666666666667,0.0,0.3333333333333333,0.6084084955066061,0.3333333333333341,0.816496580927726
62,0.0,2.0,0.0,2.0,6.5,6.0,2.0,4.0,76.0,1.0,2,V161069_stats,"{'node_count': 10, 'edge_count': 9, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.22727272727272738, 'k avg': 1.8, 'k std': 0.7888106377466155, 'entropy': 0.49036821066210917, 'density': 0.2}",26,1.0,1.8,0.0,0.2,0.49036821066210917,0.22727272727272738,0.7888106377466155
63,4.0,0.0,0.0,4.5,5.0,5.5,1.0,5.5,31.0,0.0,3,V161069_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",13,1.0,1.5,0.0,0.5,0.4393743703526205,1.0,1.0
66,2.0,,0.0,,,,,,68.0,1.0,2,V161069_stats,"{'node_count': 20, 'edge_count': 20, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.04761904761904825, 'k avg': 2.0, 'k std': 1.025978352085154, 'entropy': 0.45301489229365893, 'density': 0.10526315789473684}",48,1.0,2.0,0.0,0.10526315789473684,0.45301489229365893,0.04761904761904825,1.025978352085154
67,0.0,3.0,0.5,4.0,7.0,6.5,4.5,5.0,57.0,0.0,3,V161069_stats,"{'node_count': 4, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.1951219512195119, 'k avg': 2.0, 'k std': 1.4142135623730951, 'entropy': 0.8123743703410189, 'density': 0.6666666666666666}",12,1.0,2.0,0.0,0.6666666666666666,0.8123743703410189,0.1951219512195119,1.4142135623730951
69,4.0,2.0,0.0,4.0,5.5,7.0,5.5,5.0,32.0,1.0,1,V161069_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666666, 'k avg': 1.6, 'k std': 0.8944271909999159, 'entropy': 0.6378723516343402, 'density': 0.4}",10,1.0,1.6,0.0,0.4,0.6378723516343402,0.6666666666666666,0.8944271909999159
70,0.0,3.0,0.0,4.5,4.5,4.5,2.5,5.0,45.0,0.0,2,V161069_stats,"{'node_count': 5, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.4, 'disssortativity': 0.4999999999999998, 'k avg': 1.2, 'k std': 0.4472135954999579, 'entropy': 0.3358968393604847, 'density': 0.3}",12,0.4,1.2,0.0,0.3,0.3358968393604847,0.4999999999999998,0.4472135954999579
71,1.0,1.0,0.0,3.5,5.0,5.5,3.0,5.0,50.0,1.0,1,V161069_stats,"{'node_count': 8, 'edge_count': 6, 'clustering': 0.29166666666666663, 'giant component': 0.375, 'disssortativity': 0.3333333333333337, 'k avg': 1.5, 'k std': 0.9258200997725514, 'entropy': 0.6482257874882865, 'density': 0.21428571428571427}",29,0.375,1.5,0.29166666666666663,0.21428571428571427,0.6482257874882865,0.3333333333333337,0.9258200997725514
72,0.0,2.0,0.0,3.0,6.5,7.0,3.0,5.0,68.0,1.0,3,V161069_stats,"{'node_count': 4, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.5, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 0.3333333333333333}",9,0.5,1.0,0.0,0.3333333333333333,0.0,-1.0,0.0
73,0.0,3.0,0.0,3.5,5.5,4.5,2.5,6.0,60.0,0.0,2,V161069_stats,"{'node_count': 10, 'edge_count': 8, 'clustering': 0.0, 'giant component': 0.2, 'disssortativity': 0.10344827586206896, 'k avg': 1.6, 'k std': 0.9660917830792959, 'entropy': 0.41740034149720906, 'density': 0.17777777777777778}",20,0.2,1.6,0.0,0.17777777777777778,0.41740034149720906,0.10344827586206896,0.9660917830792959
75,1.0,1.0,0.0,2.5,6.0,4.5,2.5,3.0,27.0,1.0,1,V161069_stats,"{'node_count': 5, 'edge_count': 5, 'clustering': 0.4333333333333333, 'giant component': 1.0, 'disssortativity': 0.805555555555556, 'k avg': 2.0, 'k std': 1.224744871391589, 'entropy': 0.7081187730841113, 'density': 0.5}",8,1.0,2.0,0.4333333333333333,0.5,0.7081187730841113,0.805555555555556,1.224744871391589
76,5.0,2.0,0.0,4.5,5.0,6.0,3.0,6.0,,0.0,1,V161069_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",6,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
78,2.0,2.0,1.0,3.5,4.0,5.0,2.5,7.0,35.0,0.0,2,V161069_stats,"{'node_count': 13, 'edge_count': 9, 'clustering': 0.0, 'giant component': 0.15384615384615385, 'disssortativity': 0.31707317073170727, 'k avg': 1.3846153846153846, 'k std': 0.7679476477883045, 'entropy': 0.4534503426020914, 'density': 0.11538461538461539}",41,0.15384615384615385,1.3846153846153846,0.0,0.11538461538461539,0.4534503426020914,0.31707317073170727,0.7679476477883045
80,1.0,0.0,0.0,4.5,4.5,4.0,5.5,4.0,78.0,1.0,1,V161069_stats,"{'node_count': 16, 'edge_count': 13, 'clustering': 0.0, 'giant component': 0.5, 'disssortativity': 0.6529209621993126, 'k avg': 1.625, 'k std': 1.3601470508735443, 'entropy': 0.2821581424248778, 'density': 0.10833333333333334}",39,0.5,1.625,0.0,0.10833333333333334,0.2821581424248778,0.6529209621993126,1.3601470508735443
82,,2.0,0.0,4.0,6.0,7.0,1.0,5.5,65.0,1.0,2,V161069_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",8,1.0,1.5,0.0,0.5,0.4393743703526205,1.0,1.0
83,0.0,2.0,0.0,5.0,4.0,5.5,4.5,5.0,55.0,0.0,1,V161069_stats,"{'node_count': 26, 'edge_count': 25, 'clustering': 0.023076923076923075, 'giant component': 0.9615384615384616, 'disssortativity': 0.10416666666666687, 'k avg': 1.9230769230769231, 'k std': 1.3243285671789133, 'entropy': 0.45399309823818235, 'density': 0.07692307692307693}",75,0.9615384615384616,1.9230769230769231,0.023076923076923075,0.07692307692307693,0.45399309823818235,0.10416666666666687,1.3243285671789133
84,0.0,3.0,0.0,4.5,4.0,7.0,4.0,6.5,69.0,1.0,3,V161069_stats,"{'node_count': 13, 'edge_count': 7, 'clustering': 0.0, 'giant component': 0.23076923076923078, 'disssortativity': 0.75, 'k avg': 1.0769230769230769, 'k std': 0.75955452531275, 'entropy': 0.43985678409513834, 'density': 0.08974358974358974}",36,0.23076923076923078,1.0769230769230769,0.0,0.08974358974358974,0.43985678409513834,0.75,0.75955452531275
85,2.0,3.0,0.0,6.0,5.0,6.0,2.5,6.0,55.0,0.0,3,V161069_stats,"{'node_count': 10, 'edge_count': 10, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.48936170212766106, 'k avg': 2.0, 'k std': 0.9428090415820634, 'entropy': 0.543063439326103, 'density': 0.2222222222222222}",21,1.0,2.0,0.0,0.2222222222222222,0.543063439326103,0.48936170212766106,0.9428090415820634
92,1.0,0.0,0.0,3.0,6.0,6.5,3.5,6.5,42.0,1.0,2,V161069_stats,"{'node_count': 9, 'edge_count': 8, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4358974358974359, 'k avg': 1.7777777777777777, 'k std': 0.8333333333333334, 'entropy': 0.5175314045643532, 'density': 0.2222222222222222}",14,1.0,1.7777777777777777,0.0,0.2222222222222222,0.5175314045643532,0.4358974358974359,0.8333333333333334
94,0.0,2.0,0.0,6.0,5.5,6.0,2.0,5.0,30.0,0.0,2,V161069_stats,"{'node_count': 9, 'edge_count': 8, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.5, 'k avg': 1.7777777777777777, 'k std': 1.2018504251546631, 'entropy': 0.4140251236514826, 'density': 0.2222222222222222}",17,1.0,1.7777777777777777,0.0,0.2222222222222222,0.4140251236514826,0.5,1.2018504251546631
96,5.0,1.0,0.0,3.5,4.0,7.0,3.5,5.0,51.0,0.0,1,V161069_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333341, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",16,1.0,1.6666666666666667,0.0,0.3333333333333333,0.6084084955066061,0.3333333333333341,0.816496580927726
98,0.0,,0.0,,,,,,68.0,0.0,1,V161069_stats,"{'node_count': 7, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.7142857142857143, 'disssortativity': 0.6666666666666666, 'k avg': 1.1428571428571428, 'k std': 1.0690449676496974, 'entropy': 0.705887816857389, 'density': 0.19047619047619047}",11,0.7142857142857143,1.1428571428571428,0.0,0.19047619047619047,0.705887816857389,0.6666666666666666,1.0690449676496974
101,0.0,2.0,0.0,4.0,6.0,6.0,3.5,5.5,36.0,1.0,3,V161069_stats,"{'node_count': 11, 'edge_count': 9, 'clustering': 0.0, 'giant component': 0.6363636363636364, 'disssortativity': 0.5428571428571429, 'k avg': 1.6363636363636365, 'k std': 0.6741998624632421, 'entropy': 0.4166948578463195, 'density': 0.16363636363636364}",25,0.6363636363636364,1.6363636363636365,0.0,0.16363636363636364,0.4166948578463195,0.5428571428571429,0.6741998624632421
102,0.0,2.0,0.0,6.0,4.5,6.0,1.0,6.0,47.0,1.0,3,V161069_stats,"{'node_count': 21, 'edge_count': 21, 'clustering': 0.0, 'giant component': 0.9523809523809523, 'disssortativity': 0.32147742818057445, 'k avg': 2.0, 'k std': 1.2649110640673518, 'entropy': 0.5281824294295101, 'density': 0.1}",53,0.9523809523809523,2.0,0.0,0.1,0.5281824294295101,0.32147742818057445,1.2649110640673518
103,3.0,2.0,0.0,3.5,5.5,5.5,4.0,5.0,61.0,0.0,1,V161069_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333341, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",17,1.0,1.6666666666666667,0.0,0.3333333333333333,0.6084084955066061,0.3333333333333341,0.816496580927726
104,0.0,2.0,1.0,6.5,6.5,6.5,1.5,7.0,26.0,1.0,3,V161069_stats,"{'node_count': 8, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.25, 'disssortativity': 0.6666666666666686, 'k avg': 1.25, 'k std': 0.4629100498862757, 'entropy': 0.29034271103813963, 'density': 0.17857142857142858}",12,0.25,1.25,0.0,0.17857142857142858,0.29034271103813963,0.6666666666666686,0.4629100498862757
109,2.0,1.0,0.0,4.5,4.5,4.0,4.0,6.0,68.0,1.0,2,V161069_stats,"{'node_count': 8, 'edge_count': 7, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.8007246376811596, 'k avg': 1.75, 'k std': 1.7525491637693282, 'entropy': 0.3798134801506764, 'density': 0.25}",22,1.0,1.75,0.0,0.25,0.3798134801506764,0.8007246376811596,1.7525491637693282
110,2.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,23.0,0.0,1,V161069_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",13,1.0,1.5,0.0,0.5,0.4393743703526205,1.0,1.0
115,1.0,1.0,0.0,5.0,4.5,6.0,3.0,6.5,30.0,0.0,1,V161069_stats,"{'node_count': 18, 'edge_count': 18, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.2768878718535473, 'k avg': 2.0, 'k std': 1.137592917989042, 'entropy': 0.4625051054345313, 'density': 0.11764705882352941}",47,1.0,2.0,0.0,0.11764705882352941,0.4625051054345313,0.2768878718535473,1.137592917989042
118,0.0,2.0,0.0,4.5,4.5,5.5,2.5,5.5,54.0,0.0,3,V161069_stats,"{'node_count': 18, 'edge_count': 18, 'clustering': 0.1335978835978836, 'giant component': 0.7777777777777778, 'disssortativity': 0.27255813953488356, 'k avg': 2.0, 'k std': 1.7489492643904123, 'entropy': 0.5058152361456781, 'density': 0.11764705882352941}",41,0.7777777777777778,2.0,0.1335978835978836,0.11764705882352941,0.5058152361456781,0.27255813953488356,1.7489492643904123
126,5.0,2.0,0.5,5.5,6.5,6.0,2.0,5.5,34.0,1.0,2,V161069_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",10,1.0,1.5,0.0,0.5,0.4393743703526205,1.0,1.0
131,0.0,0.0,0.0,3.5,4.5,5.5,4.0,5.0,81.0,0.0,1,V161069_stats,"{'node_count': 5, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.8, 'disssortativity': 0.4999999999999988, 'k avg': 1.2, 'k std': 0.8366600265340756, 'entropy': 0.7081187730841113, 'density': 0.3}",15,0.8,1.2,0.0,0.3,0.7081187730841113,0.4999999999999988,0.8366600265340756
133,2.0,2.0,0.5,3.0,4.5,5.0,4.5,3.0,75.0,1.0,1,V161069_stats,"{'node_count': 10, 'edge_count': 9, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4651162790697679, 'k avg': 1.8, 'k std': 0.9189365834726815, 'entropy': 0.43850527956106355, 'density': 0.2}",23,1.0,1.8,0.0,0.2,0.43850527956106355,0.4651162790697679,0.9189365834726815
135,2.0,2.0,0.0,3.5,5.0,4.0,6.0,6.0,43.0,0.0,3,V161069_stats,"{'node_count': 30, 'edge_count': 30, 'clustering': 0.024444444444444442, 'giant component': 0.06666666666666667, 'disssortativity': 0.11927642736009052, 'k avg': 2.0, 'k std': 1.144702942944678, 'entropy': 0.39749589903167487, 'density': 0.06896551724137931}",81,0.06666666666666667,2.0,0.024444444444444442,0.06896551724137931,0.39749589903167487,0.11927642736009052,1.144702942944678
136,0.0,2.0,0.0,4.0,5.0,6.5,3.5,5.5,58.0,0.0,3,V161069_stats,"{'node_count': 30, 'edge_count': 26, 'clustering': 0.0, 'giant component': 0.6, 'disssortativity': 0.13333333333333322, 'k avg': 1.7333333333333334, 'k std': 1.1426929274467317, 'entropy': 0.4346558786453117, 'density': 0.059770114942528735}",81,0.6,1.7333333333333334,0.0,0.059770114942528735,0.4346558786453117,0.13333333333333322,1.1426929274467317
138,5.0,1.0,0.0,4.5,5.0,6.5,3.0,6.5,23.0,1.0,3,V161069_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666666, 'k avg': 1.6, 'k std': 0.8944271909999159, 'entropy': 0.6378723516343402, 'density': 0.4}",15,1.0,1.6,0.0,0.4,0.6378723516343402,0.6666666666666666,0.8944271909999159
143,0.0,,0.0,,,,,,57.0,0.0,1,V161069_stats,"{'node_count': 12, 'edge_count': 9, 'clustering': 0.0, 'giant component': 0.16666666666666666, 'disssortativity': -0.12195121951219566, 'k avg': 1.5, 'k std': 0.674199862463242, 'entropy': 0.381394455582009, 'density': 0.13636363636363635}",19,0.16666666666666666,1.5,0.0,0.13636363636363635,0.381394455582009,-0.12195121951219566,0.674199862463242
145,1.0,0.0,0.0,,,,,,60.0,0.0,1,V161069_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",7,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
146,0.0,3.0,0.5,4.0,5.0,4.0,4.0,7.0,45.0,0.0,3,V161069_stats,"{'node_count': 9, 'edge_count': 8, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.7777777777777777, 'k std': 0.6666666666666666, 'entropy': 0.4570541985133103, 'density': 0.2222222222222222}",16,1.0,1.7777777777777777,0.0,0.2222222222222222,0.4570541985133103,0.3333333333333333,0.6666666666666666
149,0.0,2.0,0.0,3.5,,7.0,3.0,3.0,72.0,1.0,3,V161069_stats,"{'node_count': 16, 'edge_count': 13, 'clustering': 0.0, 'giant component': 0.1875, 'disssortativity': 0.26060606060606106, 'k avg': 1.625, 'k std': 0.9574271077563381, 'entropy': 0.4792031698302858, 'density': 0.10833333333333334}",36,0.1875,1.625,0.0,0.10833333333333334,0.4792031698302858,0.26060606060606106,0.9574271077563381
150,2.0,2.0,0.0,2.5,5.0,7.0,2.0,5.5,36.0,0.0,3,V161069_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",14,1.0,1.5,0.0,0.5,0.5415829135606792,0.4999999999999988,0.5773502691896257
151,0.0,0.0,0.0,6.5,4.5,7.0,1.5,3.0,86.0,0.0,1,V161069_stats,"{'node_count': 9, 'edge_count': 6, 'clustering': 0.0, 'giant component': 0.5555555555555556, 'disssortativity': 0.5652173913043472, 'k avg': 1.3333333333333333, 'k std': 0.8660254037844387, 'entropy': 0.5605604794261809, 'density': 0.16666666666666666}",20,0.5555555555555556,1.3333333333333333,0.0,0.16666666666666666,0.5605604794261809,0.5652173913043472,0.8660254037844387
152,0.0,3.0,0.0,6.5,4.0,6.5,3.0,6.0,55.0,,3,V161069_stats,"{'node_count': 13, 'edge_count': 8, 'clustering': 0.0, 'giant component': 0.5384615384615384, 'disssortativity': 0.42995169082125606, 'k avg': 1.2307692307692308, 'k std': 1.2351684199496948, 'entropy': 0.3896514282842242, 'density': 0.10256410256410256}",21,0.5384615384615384,1.2307692307692308,0.0,0.10256410256410256,0.3896514282842242,0.42995169082125606,1.2351684199496948
154,1.0,3.0,0.0,,,,,,68.0,0.0,1,V161069_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333341, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",14,1.0,1.6666666666666667,0.0,0.3333333333333333,0.6084084955066061,0.3333333333333341,0.816496580927726
155,0.0,2.0,0.0,3.5,4.0,4.0,3.5,5.0,69.0,0.0,3,V161069_stats,"{'node_count': 5, 'edge_count': 5, 'clustering': 0.3333333333333333, 'giant component': 1.0, 'disssortativity': 0.562500000000003, 'k avg': 2.0, 'k std': 1.0, 'entropy': 0.7081187730841113, 'density': 0.5}",10,1.0,2.0,0.3333333333333333,0.5,0.7081187730841113,0.562500000000003,1.0
