subj_id,leftright,politicalinterest,politicalparticipation,TIPI_extraversion,TIPI_agreeableness,TIPI_conscientiousness,TIPI_emotionalstability,TIPI_openness,age,female,education,question,net_stats,word_count,giant component,k avg,clustering,density,entropy,disssortativity,k std
972,3.0,0.0,0.0,5.0,5.0,6.5,4.5,5.0,19.0,1.0,2,V161075_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333326, 'k avg': 1.7142857142857142, 'k std': 0.7559289460184545, 'entropy': 0.5551006338670614, 'density': 0.2857142857142857}",16,1.0,1.7142857142857142,0.0,0.2857142857142857,0.5551006338670614,0.3333333333333326,0.7559289460184545
976,4.0,2.0,0.0,3.5,6.5,6.5,1.5,5.0,64.0,0.0,1,V161075_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333326, 'k avg': 1.7142857142857142, 'k std': 0.7559289460184545, 'entropy': 0.5551006338670614, 'density': 0.2857142857142857}",10,1.0,1.7142857142857142,0.0,0.2857142857142857,0.5551006338670614,0.3333333333333326,0.7559289460184545
983,1.0,1.0,0.0,3.0,6.5,5.0,3.0,6.5,61.0,,1,V161075_stats,"{'node_count': 8, 'edge_count': 7, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.33333333333333387, 'k avg': 1.75, 'k std': 0.7071067811865476, 'entropy': 0.5030544319692167, 'density': 0.25}",23,1.0,1.75,0.0,0.25,0.5030544319692167,0.33333333333333387,0.7071067811865476
987,6.0,3.0,0.5,,,,,,47.0,1.0,3,V161075_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",12,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
990,1.0,0.0,0.0,1.0,6.0,3.5,6.5,1.0,54.0,1.0,2,V161075_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",8,1.0,1.5,0.0,0.5,0.5415829135606792,0.4999999999999988,0.5773502691896257
996,5.0,1.0,0.0,6.0,5.0,6.0,3.5,4.5,38.0,1.0,2,V161075_stats,"{'node_count': 5, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.4, 'disssortativity': 0, 'k avg': 0.8, 'k std': 0.4472135954999579, 'entropy': 0.3358968393604847, 'density': 0.2}",11,0.4,0.8,0.0,0.2,0.3358968393604847,0.0,0.4472135954999579
999,3.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,43.0,1.0,1,V161075_stats,"{'node_count': 17, 'edge_count': 17, 'clustering': 0.03221288515406162, 'giant component': 1.0, 'disssortativity': 0.2662241887905608, 'k avg': 2.0, 'k std': 1.541103500742244, 'entropy': 0.45841694886601037, 'density': 0.125}",50,1.0,2.0,0.03221288515406162,0.125,0.45841694886601037,0.2662241887905608,1.541103500742244
1000,2.0,3.0,1.0,6.5,3.5,4.0,3.0,6.5,20.0,0.0,1,V161075_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.250000000000004, 'k avg': 1.6666666666666667, 'k std': 0.5163977794943223, 'entropy': 0.38289400293653997, 'density': 0.3333333333333333}",18,1.0,1.6666666666666667,0.0,0.3333333333333333,0.38289400293653997,0.250000000000004,0.5163977794943223
1003,5.0,2.0,0.0,2.5,5.0,6.0,3.0,4.0,64.0,0.0,3,V161075_stats,"{'node_count': 9, 'edge_count': 7, 'clustering': 0.0, 'giant component': 0.8888888888888888, 'disssortativity': 0.6470588235294119, 'k avg': 1.5555555555555556, 'k std': 1.0137937550497031, 'entropy': 0.6210376854772238, 'density': 0.19444444444444445}",18,0.8888888888888888,1.5555555555555556,0.0,0.19444444444444445,0.6210376854772238,0.6470588235294119,1.0137937550497031
1004,6.0,3.0,0.0,4.0,6.5,7.0,1.0,7.0,68.0,1.0,3,V161075_stats,"{'node_count': 6, 'edge_count': 4, 'clustering': 0.0, 'giant component': 0.6666666666666666, 'disssortativity': 0.6, 'k avg': 1.3333333333333333, 'k std': 0.816496580927726, 'entropy': 0.27103432008891504, 'density': 0.26666666666666666}",16,0.6666666666666666,1.3333333333333333,0.0,0.26666666666666666,0.27103432008891504,0.6,0.816496580927726
1005,3.0,2.0,0.0,5.0,6.0,6.0,1.0,6.0,35.0,0.0,1,V161075_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.7142857142857144, 'k avg': 1.7142857142857142, 'k std': 1.2535663410560174, 'entropy': 0.4401657050731018, 'density': 0.2857142857142857}",16,1.0,1.7142857142857142,0.0,0.2857142857142857,0.4401657050731018,0.7142857142857144,1.2535663410560174
1011,0.0,2.0,0.0,5.0,6.5,7.0,1.0,6.5,37.0,1.0,2,V161075_stats,"{'node_count': 8, 'edge_count': 8, 'clustering': 0.2916666666666667, 'giant component': 0.5, 'disssortativity': 0.6, 'k avg': 2.0, 'k std': 0.5345224838248488, 'entropy': 0.3798134801506764, 'density': 0.2857142857142857}",16,0.5,2.0,0.2916666666666667,0.2857142857142857,0.3798134801506764,0.6,0.5345224838248488
1012,1.0,1.0,0.0,3.0,6.5,6.5,2.0,5.5,79.0,1.0,1,V161075_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666673, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",21,1.0,1.6666666666666667,0.0,0.3333333333333333,0.6084084955066061,0.6666666666666673,0.816496580927726
1013,6.0,,0.0,,,,,,42.0,1.0,2,V161075_stats,"{'node_count': 41, 'edge_count': 47, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.19768914213358718, 'k avg': 2.292682926829268, 'k std': 1.4873449908986212, 'entropy': 0.40386909918752584, 'density': 0.05731707317073171}",119,1.0,2.292682926829268,0.0,0.05731707317073171,0.40386909918752584,0.19768914213358718,1.4873449908986212
1014,4.0,1.0,0.0,5.0,3.0,6.5,3.0,5.5,60.0,0.0,1,V161075_stats,"{'node_count': 5, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.4, 'disssortativity': 0.4999999999999998, 'k avg': 1.2, 'k std': 0.4472135954999579, 'entropy': 0.3358968393604847, 'density': 0.3}",23,0.4,1.2,0.0,0.3,0.3358968393604847,0.4999999999999998,0.4472135954999579
1017,6.0,,0.0,,,,,,66.0,1.0,3,V161075_stats,"{'node_count': 30, 'edge_count': 23, 'clustering': 0.07777777777777777, 'giant component': 0.23333333333333334, 'disssortativity': 0.3690476190476184, 'k avg': 1.5333333333333334, 'k std': 1.1058881072455415, 'entropy': 0.42360630267130794, 'density': 0.052873563218390804}",74,0.23333333333333334,1.5333333333333334,0.07777777777777777,0.052873563218390804,0.42360630267130794,0.3690476190476184,1.1058881072455415
1018,4.0,2.0,0.0,4.0,6.5,7.0,1.0,5.0,72.0,1.0,3,V161075_stats,"{'node_count': 13, 'edge_count': 12, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.026315789473684077, 'k avg': 1.8461538461538463, 'k std': 0.9870962335856491, 'entropy': 0.5009299492439266, 'density': 0.15384615384615385}",18,1.0,1.8461538461538463,0.0,0.15384615384615385,0.5009299492439266,0.026315789473684077,0.9870962335856491
1020,4.0,2.0,0.0,5.5,5.5,5.5,4.5,5.5,34.0,1.0,2,V161075_stats,"{'node_count': 11, 'edge_count': 9, 'clustering': 0.0, 'giant component': 0.9090909090909091, 'disssortativity': 0.18181818181818166, 'k avg': 1.6363636363636365, 'k std': 1.12006493318265, 'entropy': 0.6092424123390837, 'density': 0.16363636363636364}",32,0.9090909090909091,1.6363636363636365,0.0,0.16363636363636364,0.6092424123390837,0.18181818181818166,1.12006493318265
1021,6.0,3.0,0.0,5.0,6.0,4.0,4.0,7.0,46.0,1.0,1,V161075_stats,"{'node_count': 12, 'edge_count': 11, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.34146341463414626, 'k avg': 1.8333333333333333, 'k std': 0.9374368665610923, 'entropy': 0.49138994180978507, 'density': 0.16666666666666666}",39,1.0,1.8333333333333333,0.0,0.16666666666666666,0.49138994180978507,0.34146341463414626,0.9374368665610923
1022,6.0,2.0,0.0,2.5,4.0,6.5,3.0,4.5,68.0,0.0,2,V161075_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",5,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
1026,2.0,2.0,0.0,4.5,3.5,4.0,4.0,3.5,50.0,0.0,1,V161075_stats,"{'node_count': 5, 'edge_count': 4, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333333, 'k avg': 1.6, 'k std': 0.5477225575051661, 'entropy': 0.45176138477252686, 'density': 0.4}",11,1.0,1.6,0.0,0.4,0.45176138477252686,0.3333333333333333,0.5477225575051661
1031,5.0,1.0,0.0,6.0,6.0,6.0,2.0,4.0,59.0,1.0,3,V161075_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333326, 'k avg': 1.7142857142857142, 'k std': 0.7559289460184545, 'entropy': 0.5551006338670614, 'density': 0.2857142857142857}",17,1.0,1.7142857142857142,0.0,0.2857142857142857,0.5551006338670614,0.3333333333333326,0.7559289460184545
1033,4.0,3.0,0.0,7.0,6.0,6.5,2.0,6.0,62.0,0.0,3,V161075_stats,"{'node_count': 22, 'edge_count': 18, 'clustering': 0.0, 'giant component': 0.22727272727272727, 'disssortativity': 0.3714285714285721, 'k avg': 1.6363636363636365, 'k std': 0.9534625892455924, 'entropy': 0.42952770708507243, 'density': 0.07792207792207792}",37,0.22727272727272727,1.6363636363636365,0.0,0.07792207792207792,0.42952770708507243,0.3714285714285721,0.9534625892455924
1034,0.0,2.0,0.0,6.0,2.5,5.0,4.0,5.0,41.0,1.0,1,V161075_stats,"{'node_count': 7, 'edge_count': 6, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.19999999999999687, 'k avg': 1.7142857142857142, 'k std': 0.4879500364742666, 'entropy': 0.3306968553491757, 'density': 0.2857142857142857}",23,1.0,1.7142857142857142,0.0,0.2857142857142857,0.3306968553491757,0.19999999999999687,0.4879500364742666
1036,4.0,2.0,0.0,5.0,4.5,7.0,4.0,4.5,,1.0,2,V161075_stats,"{'node_count': 9, 'edge_count': 8, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4358974358974359, 'k avg': 1.7777777777777777, 'k std': 0.8333333333333334, 'entropy': 0.5175314045643532, 'density': 0.2222222222222222}",25,1.0,1.7777777777777777,0.0,0.2222222222222222,0.5175314045643532,0.4358974358974359,0.8333333333333334
1037,6.0,2.0,0.0,4.0,3.5,6.0,4.5,5.5,40.0,0.0,3,V161075_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666673, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",15,1.0,1.6666666666666667,0.0,0.3333333333333333,0.6084084955066061,0.6666666666666673,0.816496580927726
1039,6.0,2.0,0.0,7.0,4.0,6.5,2.5,4.5,30.0,1.0,3,V161075_stats,"{'node_count': 10, 'edge_count': 9, 'clustering': 0.0, 'giant component': 0.1, 'disssortativity': 0.22891566265060098, 'k avg': 1.8, 'k std': 0.7888106377466155, 'entropy': 0.49036821066210917, 'density': 0.2}",21,0.1,1.8,0.0,0.2,0.49036821066210917,0.22891566265060098,0.7888106377466155
1040,5.0,1.0,0.0,1.5,5.5,4.5,2.0,5.5,31.0,0.0,3,V161075_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4999999999999988, 'k avg': 1.5, 'k std': 0.5773502691896257, 'entropy': 0.5415829135606792, 'density': 0.5}",10,1.0,1.5,0.0,0.5,0.5415829135606792,0.4999999999999988,0.5773502691896257
1041,4.0,3.0,0.5,4.5,3.5,5.0,2.0,5.0,34.0,0.0,3,V161075_stats,"{'node_count': 4, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.25, 'disssortativity': -0.9999999999999996, 'k avg': 1.0, 'k std': 0.816496580927726, 'entropy': 0.8123743703410189, 'density': 0.3333333333333333}",10,0.25,1.0,0.0,0.3333333333333333,0.8123743703410189,-0.9999999999999996,0.816496580927726
1042,5.0,2.0,0.0,4.0,5.0,4.0,4.0,4.0,58.0,0.0,1,V161075_stats,"{'node_count': 3, 'edge_count': 3, 'clustering': 1.0, 'giant component': 1.0, 'disssortativity': -1, 'k avg': 2.0, 'k std': 0.0, 'entropy': 0.0, 'density': 1.0}",7,1.0,2.0,1.0,1.0,0.0,-1.0,0.0
1045,3.0,2.0,0.0,4.0,5.0,5.5,4.0,5.0,,0.0,1,V161075_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",13,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
1047,2.0,2.0,0.0,3.5,5.5,5.0,1.5,4.5,45.0,0.0,3,V161075_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",8,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
1050,2.0,2.0,0.0,2.5,4.5,6.5,4.5,5.0,25.0,0.0,3,V161075_stats,"{'node_count': 48, 'edge_count': 47, 'clustering': 0.0, 'giant component': 0.8541666666666666, 'disssortativity': 0.23972411221921874, 'k avg': 1.9583333333333333, 'k std': 1.570449635212027, 'entropy': 0.39904716452340144, 'density': 0.041666666666666664}",153,0.8541666666666666,1.9583333333333333,0.0,0.041666666666666664,0.39904716452340144,0.23972411221921874,1.570449635212027
1056,5.0,2.0,0.0,6.5,5.5,6.5,2.0,6.0,33.0,0.0,3,V161075_stats,"{'node_count': 5, 'edge_count': 3, 'clustering': 0.0, 'giant component': 0.8, 'disssortativity': 0.4999999999999988, 'k avg': 1.2, 'k std': 0.8366600265340756, 'entropy': 0.7081187730841113, 'density': 0.3}",9,0.8,1.2,0.0,0.3,0.7081187730841113,0.4999999999999988,0.8366600265340756
1057,5.0,2.0,0.0,4.5,6.0,6.0,2.0,5.5,44.0,0.0,1,V161075_stats,"{'node_count': 25, 'edge_count': 20, 'clustering': 0.0, 'giant component': 0.32, 'disssortativity': 0.5204678362573106, 'k avg': 1.6, 'k std': 1.0801234497346435, 'entropy': 0.3779182652005297, 'density': 0.06666666666666667}",83,0.32,1.6,0.0,0.06666666666666667,0.3779182652005297,0.5204678362573106,1.0801234497346435
1065,2.0,2.0,0.0,2.5,6.5,6.5,5.5,4.5,33.0,1.0,2,V161075_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.27777777777777773, 'giant component': 0.8333333333333334, 'disssortativity': 0.5625000000000028, 'k avg': 1.6666666666666667, 'k std': 1.2110601416389968, 'entropy': 0.7998554969748761, 'density': 0.3333333333333333}",9,0.8333333333333334,1.6666666666666667,0.27777777777777773,0.3333333333333333,0.7998554969748761,0.5625000000000028,1.2110601416389968
1066,0.0,2.0,0.5,4.0,4.5,5.0,2.0,6.0,62.0,0.0,1,V161075_stats,"{'node_count': 14, 'edge_count': 13, 'clustering': 0.0, 'giant component': 0.8571428571428571, 'disssortativity': 0.501805054151624, 'k avg': 1.8571428571428572, 'k std': 1.3506205330054124, 'entropy': 0.6105718343529438, 'density': 0.14285714285714285}",37,0.8571428571428571,1.8571428571428572,0.0,0.14285714285714285,0.6105718343529438,0.501805054151624,1.3506205330054124
1070,4.0,3.0,0.0,1.5,2.5,6.5,2.0,5.0,33.0,0.0,2,V161075_stats,"{'node_count': 20, 'edge_count': 17, 'clustering': 0.0, 'giant component': 0.6, 'disssortativity': 0.4959999999999998, 'k avg': 1.7, 'k std': 0.9787209698591857, 'entropy': 0.37875201661960506, 'density': 0.08947368421052632}",53,0.6,1.7,0.0,0.08947368421052632,0.37875201661960506,0.4959999999999998,0.9787209698591857
1071,,,0.0,,,,,,61.0,0.0,1,V161075_stats,"{'node_count': 10, 'edge_count': 8, 'clustering': 0.0, 'giant component': 0.2, 'disssortativity': 0.03225806451612903, 'k avg': 1.6, 'k std': 0.6992058987801011, 'entropy': 0.43850527956106355, 'density': 0.17777777777777778}",21,0.2,1.6,0.0,0.17777777777777778,0.43850527956106355,0.03225806451612903,0.6992058987801011
1072,2.0,1.0,0.0,5.0,3.5,4.0,4.0,4.0,79.0,0.0,1,V161075_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.6666666666666673, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",19,1.0,1.6666666666666667,0.0,0.3333333333333333,0.6084084955066061,0.6666666666666673,0.816496580927726
1074,5.0,2.0,0.0,3.0,5.5,4.0,2.0,5.5,29.0,1.0,2,V161075_stats,"{'node_count': 8, 'edge_count': 7, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.16666666666667096, 'k avg': 1.75, 'k std': 0.4629100498862757, 'entropy': 0.29034271103813963, 'density': 0.25}",15,1.0,1.75,0.0,0.25,0.29034271103813963,0.16666666666667096,0.4629100498862757
1075,2.0,,0.0,,,,,,80.0,1.0,1,V161075_stats,"{'node_count': 14, 'edge_count': 14, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.4482758620689647, 'k avg': 2.0, 'k std': 0.9607689228305228, 'entropy': 0.5062528134450005, 'density': 0.15384615384615385}",31,1.0,2.0,0.0,0.15384615384615385,0.5062528134450005,0.4482758620689647,0.9607689228305228
1076,6.0,,0.0,,,,,,72.0,1.0,2,V161075_stats,"{'node_count': 11, 'edge_count': 8, 'clustering': 0.0, 'giant component': 0.45454545454545453, 'disssortativity': 0.6666666666666666, 'k avg': 1.4545454545454546, 'k std': 0.9341987329938275, 'entropy': 0.5208935504743277, 'density': 0.14545454545454545}",30,0.45454545454545453,1.4545454545454546,0.0,0.14545454545454545,0.5208935504743277,0.6666666666666666,0.9341987329938275
1081,6.0,2.0,0.5,6.5,6.0,7.0,4.0,4.5,49.0,1.0,3,V161075_stats,"{'node_count': 26, 'edge_count': 28, 'clustering': 0.038461538461538464, 'giant component': 0.9615384615384616, 'disssortativity': 0.2581699346405219, 'k avg': 2.1538461538461537, 'k std': 1.007662947311558, 'entropy': 0.4237276521824407, 'density': 0.08615384615384615}",67,0.9615384615384616,2.1538461538461537,0.038461538461538464,0.08615384615384615,0.4237276521824407,0.2581699346405219,1.007662947311558
1082,4.0,2.0,0.0,2.5,4.5,6.0,2.0,4.5,33.0,1.0,3,V161075_stats,"{'node_count': 8, 'edge_count': 8, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.14285714285714285, 'k avg': 2.0, 'k std': 0.7559289460184544, 'entropy': 0.5368246146752204, 'density': 0.2857142857142857}",21,1.0,2.0,0.0,0.2857142857142857,0.5368246146752204,0.14285714285714285,0.7559289460184544
1087,6.0,1.0,0.5,6.5,3.0,6.5,2.5,5.0,52.0,0.0,3,V161075_stats,"{'node_count': 37, 'edge_count': 35, 'clustering': 0.014414414414414415, 'giant component': 0.05405405405405406, 'disssortativity': -0.03012048192771042, 'k avg': 1.8918918918918919, 'k std': 1.2645549015756885, 'entropy': 0.37011157553380053, 'density': 0.052552552552552555}",93,0.05405405405405406,1.8918918918918919,0.014414414414414415,0.052552552552552555,0.37011157553380053,-0.03012048192771042,1.2645549015756885
1088,5.0,2.0,0.0,4.0,5.5,6.0,2.5,5.0,45.0,0.0,3,V161075_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",6,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
1090,5.0,2.0,0.0,3.0,2.5,6.5,3.5,4.5,44.0,0.0,3,V161075_stats,"{'node_count': 9, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.5555555555555556, 'disssortativity': 0.3157894736842116, 'k avg': 1.1111111111111112, 'k std': 0.927960727138337, 'entropy': 0.5605604794261809, 'density': 0.1388888888888889}",22,0.5555555555555556,1.1111111111111112,0.0,0.1388888888888889,0.5605604794261809,0.3157894736842116,0.927960727138337
1092,6.0,2.0,0.0,3.5,5.5,6.5,4.0,5.0,80.0,0.0,3,V161075_stats,"{'node_count': 3, 'edge_count': 2, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.3333333333333333, 'k std': 0.5773502691896257, 'entropy': 0.6293370420768268, 'density': 0.6666666666666666}",6,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6293370420768268,1.0,0.5773502691896257
1096,6.0,2.0,0.0,4.5,6.0,4.5,2.0,4.0,71.0,1.0,2,V161075_stats,"{'node_count': 15, 'edge_count': 10, 'clustering': 0.0, 'giant component': 0.2, 'disssortativity': 0.3725490196078432, 'k avg': 1.3333333333333333, 'k std': 0.7237468644557459, 'entropy': 0.4009204249366225, 'density': 0.09523809523809523}",34,0.2,1.3333333333333333,0.0,0.09523809523809523,0.4009204249366225,0.3725490196078432,0.7237468644557459
1098,3.0,2.0,0.0,2.5,5.0,5.5,3.5,7.0,29.0,0.0,3,V161075_stats,"{'node_count': 8, 'edge_count': 6, 'clustering': 0.0, 'giant component': 0.625, 'disssortativity': 0.5652173913043472, 'k avg': 1.5, 'k std': 0.7559289460184544, 'entropy': 0.4648167290539554, 'density': 0.21428571428571427}",17,0.625,1.5,0.0,0.21428571428571427,0.4648167290539554,0.5652173913043472,0.7559289460184544
1100,5.0,2.0,0.0,5.5,4.5,5.0,4.5,4.0,56.0,0.0,3,V161075_stats,"{'node_count': 4, 'edge_count': 2, 'clustering': 0.0, 'giant component': 0.5, 'disssortativity': -1, 'k avg': 1.0, 'k std': 0.0, 'entropy': 0.0, 'density': 0.3333333333333333}",8,0.5,1.0,0.0,0.3333333333333333,0.0,-1.0,0.0
1102,5.0,2.0,0.0,4.0,4.0,5.0,2.0,4.5,22.0,0.0,1,V161075_stats,"{'node_count': 11, 'edge_count': 10, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.45161290322580705, 'k avg': 1.8181818181818181, 'k std': 1.0787197799411874, 'entropy': 0.5208935504743277, 'density': 0.18181818181818182}",23,1.0,1.8181818181818181,0.0,0.18181818181818182,0.5208935504743277,0.45161290322580705,1.0787197799411874
1107,4.0,0.0,0.0,6.0,4.0,5.0,2.0,6.0,37.0,1.0,2,V161075_stats,"{'node_count': 15, 'edge_count': 14, 'clustering': 0.0, 'giant component': 0.4, 'disssortativity': 0.1914893617021285, 'k avg': 1.8666666666666667, 'k std': 0.7432233529572065, 'entropy': 0.4102434829343952, 'density': 0.13333333333333333}",39,0.4,1.8666666666666667,0.0,0.13333333333333333,0.4102434829343952,0.1914893617021285,0.7432233529572065
1108,6.0,2.0,0.0,5.0,4.0,6.5,4.0,3.0,54.0,1.0,1,V161075_stats,"{'node_count': 14, 'edge_count': 11, 'clustering': 0.0, 'giant component': 0.14285714285714285, 'disssortativity': 0.2500000000000002, 'k avg': 1.5714285714285714, 'k std': 0.8516306272526404, 'entropy': 0.3536408016653033, 'density': 0.12087912087912088}",33,0.14285714285714285,1.5714285714285714,0.0,0.12087912087912088,0.3536408016653033,0.2500000000000002,0.8516306272526404
1115,4.0,3.0,0.5,3.0,6.5,6.5,2.0,5.5,67.0,0.0,3,V161075_stats,"{'node_count': 14, 'edge_count': 7, 'clustering': 0.0, 'giant component': 0.14285714285714285, 'disssortativity': 0.4000000000000027, 'k avg': 1.0, 'k std': 0.5547001962252291, 'entropy': 0.32146853120278235, 'density': 0.07692307692307693}",43,0.14285714285714285,1.0,0.0,0.07692307692307693,0.32146853120278235,0.4000000000000027,0.5547001962252291
1120,2.0,1.0,0.0,4.5,4.5,6.0,4.0,3.0,38.0,0.0,1,V161075_stats,"{'node_count': 9, 'edge_count': 5, 'clustering': 0.0, 'giant component': 0.3333333333333333, 'disssortativity': 0.6666666666666686, 'k avg': 1.1111111111111112, 'k std': 0.6009252125773316, 'entropy': 0.4140251236514825, 'density': 0.1388888888888889}",16,0.3333333333333333,1.1111111111111112,0.0,0.1388888888888889,0.4140251236514825,0.6666666666666686,0.6009252125773316
1121,5.0,1.0,0.0,7.0,5.5,5.5,2.0,6.0,24.0,0.0,3,V161075_stats,"{'node_count': 8, 'edge_count': 9, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.2710280373831772, 'k avg': 2.25, 'k std': 1.5811388300841898, 'entropy': 0.7157661529002939, 'density': 0.32142857142857145}",26,1.0,2.25,0.0,0.32142857142857145,0.7157661529002939,0.2710280373831772,1.5811388300841898
1122,3.0,2.0,0.0,5.5,5.5,5.5,2.0,5.0,53.0,0.0,1,V161075_stats,"{'node_count': 6, 'edge_count': 5, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 0.3333333333333341, 'k avg': 1.6666666666666667, 'k std': 0.816496580927726, 'entropy': 0.6084084955066061, 'density': 0.3333333333333333}",22,1.0,1.6666666666666667,0.0,0.3333333333333333,0.6084084955066061,0.3333333333333341,0.816496580927726
1123,6.0,3.0,0.5,3.5,6.5,7.0,1.0,6.0,64.0,1.0,3,V161075_stats,"{'node_count': 34, 'edge_count': 33, 'clustering': 0.0, 'giant component': 0.8235294117647058, 'disssortativity': 0.33934611048478025, 'k avg': 1.9411764705882353, 'k std': 1.3693877523912965, 'entropy': 0.37252833087090986, 'density': 0.058823529411764705}",90,0.8235294117647058,1.9411764705882353,0.0,0.058823529411764705,0.37252833087090986,0.33934611048478025,1.3693877523912965
1124,3.0,,0.0,,,,,,42.0,0.0,3,V161075_stats,"{'node_count': 10, 'edge_count': 6, 'clustering': 0.0, 'giant component': 0.3, 'disssortativity': 0.6153846153846161, 'k avg': 1.2, 'k std': 0.7888106377466155, 'entropy': 0.43715705833746943, 'density': 0.13333333333333333}",30,0.3,1.2,0.0,0.13333333333333333,0.43715705833746943,0.6153846153846161,0.7888106377466155
1125,2.0,2.0,0.5,4.5,4.0,5.0,3.5,4.5,24.0,0.0,2,V161075_stats,"{'node_count': 4, 'edge_count': 3, 'clustering': 0.0, 'giant component': 1.0, 'disssortativity': 1.0, 'k avg': 1.5, 'k std': 1.0, 'entropy': 0.4393743703526205, 'density': 0.5}",10,1.0,1.5,0.0,0.5,0.4393743703526205,1.0,1.0
