15,7,25,3082
15,8,2,2119
15,8,3,2304
15,8,4,2473
15,8,5,2535
15,8,6,2740
15,8,7,2813
15,8,8,2793
15,8,9,2936
15,8,10,289
15,8,15,293
15,8,20,3051
15,8,25,3082
15,9,2,2145
15,9,3,2345
15,9,4,2475
15,9,5,2578
15,9,6,2730
15,9,7,2781
15,9,8,2795
15,9,9,2923
15,9,10,289
15,9,15,293
15,9,20,3051
15,9,25,3082
15,10,2,2181
15,10,3,2313
15,10,4,2529
15,10,5,2606
15,10,6,2627
15,10,7,2702
15,10,8,2796
15,10,9,2931
15,10,10,289
15,10,15,2963
15,10,20,3011
15,10,25,3053
15,15,2,2310
15,15,3,2464
15,15,4,2438
15,15,5,2651
15,15,6,2631
15,15,7,2702
15,15,8,2760
15,15,9,255
15,15,10,289
15,15,15,2982
15,15,20,2995
15,15,25,924
15,20,2,2415
15,20,3,2263
15,20,4,2350
15,20,5,2468
15,20,6,2467
15,20,7,2604
15,20,8,2580
15,20,9,2780
15,20,10,2782
15,20,15,2825
15,20,20,2944
15,20,25,924
15,25,2,2490
15,25,3,2371
15,25,4,2435
15,25,5,2269
15,25,6,2462
15,25,7,2422
15,25,8,2474
15,25,9,2588
15,25,10,2824
15,25,15,2786
15,25,20,2988
15,25,25,924
20,2,2,2126
20,2,3,2399
20,2,4,2531
20,2,5,2623
20,2,6,2733
20,2,7,2726
20,2,8,2837
20,2,9,2825
20,2,10,3030
20,2,15,322
20,2,20,2882
20,2,25,3196
20,3,2,2087
20,3,3,2319
20,3,4,2569
20,3,5,2600
20,3,6,2693
20,3,7,2696
20,3,8,2794
20,3,9,2802
20,3,10,3057
20,3,15,322
20,3,20,3041
20,3,25,3141
20,4,2,2025
20,4,3,2301
20,4,4,2471
20,4,5,2575
20,4,6,2676
20,4,7,2702
20,4,8,2806
20,4,9,2809
20,4,10,2944
20,4,15,322
20,4,20,2978
20,4,25,991
20,5,2,2130
20,5,3,2333
20,5,4,2454
20,5,5,2525
20,5,6,2680
20,5,7,2683
20,5,8,2678
20,5,9,2809
20,5,10,2869
20,5,15,322
20,5,20,2981
20,5,25,991
20,6,2,2129
20,6,3,2393
20,6,4,2460
20,6,5,2500
20,6,6,2563
20,6,7,2612
20,6,8,2706
20,6,9,2742
20,6,10,2881
20,6,15,322
20,6,20,2953
20,6,25,991
20,7,2,2184
20,7,3,2277
20,7,4,2513
20,7,5,2462
20,7,6,2488
20,7,7,2570
20,7,8,2717
20,7,9,2734
20,7,10,2874
20,7,15,322
20,7,20,2953
20,7,25,991
20,8,2,2266
20,8,3,2360
20,8,4,2370
20,8,5,2483
20,8,6,2603
20,8,7,2586
20,8,8,2670
20,8,9,2638
20,8,10,2887
20,8,15,322
20,8,20,2959
20,8,25,991
20,9,2,2226
20,9,3,2314
20,9,4,2340
20,9,5,2590
20,9,6,2507
20,9,7,2597
20,9,8,2644
20,9,9,2765
20,9,10,2790
20,9,15,322
20,9,20,2898
20,9,25,991
20,10,2,2230
20,10,3,2350
20,10,4,2433
20,10,5,2573
20,10,6,2586
20,10,7,2600
20,10,8,2635
20,10,9,2763
20,10,10,2755
20,10,15,322
20,10,20,2906
20,10,25,991
20,15,2,2224
20,15,3,2246
20,15,4,2392
20,15,5,2397
20,15,6,2451
20,15,7,2532
20,15,8,2572
20,15,9,2683
20,15,10,2813
20,15,15,2815
20,15,20,2884
20,15,25,991
20,20,2,2029
20,20,3,2302
20,20,4,2475
20,20,5,2453
20,20,6,2461
20,20,7,2577
20,20,8,2657
20,20,9,2734
20,20,10,2833
20,20,15,2839
20,20,20,2758
20,20,25,991
20,25,2,2115
20,25,3,2252
20,25,4,2325
20,25,5,2255
20,25,6,2384
20,25,7,2674
20,25,8,2677
20,25,9,2762
20,25,10,2840
20,25,15,2693
20,25,20,2796
20,25,25,991
25,2,2,2102
25,2,3,2313
25,2,4,2474
25,2,5,2602
25,2,6,2648
25,2,7,2756
25,2,8,2835
25,2,9,2865
25,2,10,2930
25,2,15,335
25,2,20,254
25,2,25,3084
25,3,2,2080
25,3,3,2251
25,3,4,2423
25,3,5,2608
25,3,6,2656
25,3,7,2781
25,3,8,2852
25,3,9,2863
25,3,10,2918
25,3,15,335
25,3,20,254
25,3,25,3059
25,4,2,2065
25,4,3,2158
25,4,4,2413
25,4,5,2630
25,4,6,2659
25,4,7,2781
25,4,8,2862
25,4,9,2869
25,4,10,2834
25,4,15,335
25,4,20,3022
25,4,25,3063
25,5,2,2053
25,5,3,2192
25,5,4,2409
25,5,5,2611
25,5,6,2663
25,5,7,2797
25,5,8,2873
25,5,9,2804
25,5,10,2835
25,5,15,335
25,5,20,3010
25,5,25,3066
25,6,2,2106
25,6,3,2194
25,6,4,2409
25,6,5,2612
25,6,6,2652
25,6,7,2794
25,6,8,2829
25,6,9,2791
25,6,10,2829
25,6,15,335
25,6,20,2898
25,6,25,3070
25,7,2,2150
25,7,3,2254
25,7,4,2388
25,7,5,2580
25,7,6,2639
25,7,7,2710
25,7,8,2860
25,7,9,2692
25,7,10,2830
25,7,15,335
25,7,20,2898
25,7,25,3012
25,8,2,2178
25,8,3,2274
25,8,4,2411
25,8,5,2585
25,8,6,2533
25,8,7,2705
25,8,8,2672
25,8,9,2708
25,8,10,2722
25,8,15,335
25,8,20,2904
25,8,25,3018
25,9,2,2138
25,9,3,2221
25,9,4,2508
25,9,5,2607
25,9,6,2570
25,9,7,2611
25,9,8,2640
25,9,9,2654
25,9,10,2725
25,9,15,335
25,9,20,2911
25,9,25,3025
25,10,2,2050
25,10,3,2300
25,10,4,2497
25,10,5,2525
25,10,6,2576
25,10,7,2657
25,10,8,2672
25,10,9,2670
25,10,10,2638
25,10,15,335
25,10,20,3004
25,10,25,3025
25,15,2,2123
25,15,3,2334
25,15,4,2520
25,15,5,2568
25,15,6,2590
25,15,7,2713
25,15,8,2788
25,15,9,2622
25,15,10,2689
25,15,15,2928
25,15,20,2935
25,15,25,3038
25,20,2,2109
25,20,3,2216
25,20,4,2440
25,20,5,2563
25,20,6,2530
25,20,7,2704
25,20,8,2664
25,20,9,2735
25,20,10,2570
25,20,15,2771
25,20,20,2983
25,20,25,3053
25,25,2,2280
25,25,3,2349
25,25,4,2526
25,25,5,2633
25,25,6,2604
25,25,7,2661
25,25,8,2531
25,25,9,2616
25,25,10,2552
25,25,15,2796
25,25,20,3049
25,25,25,3075
30,2,2,2023
30,2,3,2196
30,2,4,2403
30,2,5,2593
30,2,6,2702
30,2,7,2794
30,2,8,2957
30,2,9,3017
30,2,10,2950
30,2,15,359
30,2,20,366
30,2,25,3088
30,3,2,2001
30,3,3,2189
30,3,4,2370
30,3,5,2561
30,3,6,2703
30,3,7,2792
30,3,8,2950
30,3,9,2883
30,3,10,2959
30,3,15,359
30,3,20,2868
30,3,25,2992
30,4,2,1940
30,4,3,2128
30,4,4,2372
30,4,5,2549
30,4,6,2688
30,4,7,2800
30,4,8,2928
30,4,9,2802
30,4,10,2924
30,4,15,359
30,4,20,2865
30,4,25,2994
30,5,2,1961
30,5,3,2163
30,5,4,2387
30,5,5,2545
30,5,6,2649
30,5,7,2822
30,5,8,2937
30,5,9,2793
30,5,10,2923
30,5,15,359
30,5,20,2844
30,5,25,2997
30,6,2,2048
30,6,3,2183
30,6,4,2440
30,6,5,2569
30,6,6,2694
30,6,7,2637
30,6,8,2913
30,6,9,2812
30,6,10,2921
30,6,15,359
30,6,20,2844
30,6,25,2997
30,7,2,2068
30,7,3,2296
30,7,4,2475
30,7,5,2624
30,7,6,2714
30,7,7,2647
30,7,8,2912
30,7,9,2910
30,7,10,2931
30,7,15,359
30,7,20,2849
30,7,25,3002
30,8,2,2143
30,8,3,2320
30,8,4,2495
30,8,5,2523
30,8,6,2627
